date,url,username,content,subject
2022-10-15 22:03:35+00:00,https://twitter.com/RodrigoDeGiuli/status/1581405451081592834,RodrigoDeGiuli,"Bolsonaro mente. 

A minha mulher é médica pediatra intensivista em três hospitais públicos na região metropolitana de São Paulo. Ela atendeu vários casos gravíssimos de Covid-19. Muitos óbitos. 

Bolsonaro mente. https://t.co/Xd0uc9DdQi",covid-19
2022-10-15 20:28:28+00:00,https://twitter.com/maisum_paulo/status/1581381515543707648,maisum_paulo,"@SuperCaruso Não é questão de perdão, é questão de justiça. Pelos 687+ mil mortos pela Covid-19, FORA BOLSONARO https://t.co/UJ7IFIRmVA",covid-19
2022-10-15 18:44:42+00:00,https://twitter.com/johnnyjpmendes/status/1581355399613075457,johnnyjpmendes,"1´4 @STF_oficial @rodrigopacheco @NacoesUnidas @camaradeputados @PFDC_MPF @SenadoFederal Srs, é um consenso que a vacina foi fundamental para vencer a pandemia de Covid-19. Jair Bolsonaro atrasou a compra de vacinas que poderia ter salvado muitas vidas, empresas e empregos...+",covid-19
2022-10-15 18:41:49+00:00,https://twitter.com/johnnyjpmendes/status/1581354677295120385,johnnyjpmendes,"1_3 @STF_oficial @rodrigopacheco @NacoesUnidas @camaradeputados @PFDC_MPF @MPF_PGR @SenadoFederal Srs, precisa checar o caso de Jair Bolsonaro ter dito que a vacinação contra Covid-19 causa AIDS. Qual a procedência disso? As mentiras podem ser desastrosas. Tomem providências!",covid-19
2022-10-15 17:54:50+00:00,https://twitter.com/veiodorio51/status/1581342854022324224,veiodorio51,"Hoje, o Bolsonaro duvidou mais uma vez dos números da pandemia e perguntou quem conhecia alguém que perdeu o filho de Covid-19. Compartilhem então o relato da mãe de Paulo Gustavo, a dona Déa Lúcia, sobre a morte do filho: https://t.co/9SrXaq6l3D",covid-19
2022-10-15 17:19:39+00:00,https://twitter.com/drpaulonutro/status/1581333999318102017,drpaulonutro,"Esse vídeo é muito forte, impacto direto em mim porque sou médico e trabalhei muito no combate ao COVID-19, parabéns @felipeneto https://t.co/NBgEsPzqkJ",covid-19
2022-10-15 17:19:12+00:00,https://twitter.com/curtonews/status/1581333884746145792,curtonews,"Um lugar cheio de verde e de vida, na zona Sul de São Paulo, passa a ser um memorial para as crianças e adolescentes que morreram em decorrência da covid-19 no Brasil. Para isso, neste fim de semana, cerca de 5 mil árvores serão plantadas no Grajaú.
https://t.co/sVG80nvQ4U",covid-19
2022-10-15 16:56:37+00:00,https://twitter.com/Marisa432/status/1581328200265003008,Marisa432,"Hoje, o Bolsonaro duvidou mais uma vez dos números da pandemia e perguntou quem conhecia alguém que perdeu o filho de Covid-19. Compartilhem então o relato da mãe de Paulo Gustavo, a dona Déa Lúcia, sobre a morte do filho: https://t.co/wEk1j5G8fa",covid-19
2022-10-15 16:06:11+00:00,https://twitter.com/MarcianoBrito13/status/1581315509903327233,MarcianoBrito13,"@felipeneto Bolsonaro duvidou mais uma vez dos números da pandemia e perguntou quem conhecia alguém que perdeu o filho de Covid-19. Compartilhem então o relato da mãe de Paulo Gustavo, a dona Déa Lúcia, sobre a morte do filho: https://t.co/SlDqISGNb6",covid-19
2022-10-15 15:01:23+00:00,https://twitter.com/billyneymarpets/status/1581299202151575552,billyneymarpets,"@AngelaBoldrini @folha A jornalista Aline Midlej, apresentadora do Jornal das Dez na Globo News, chorou ao vivo durante entrevista com o médico Rodolfo Aparecido da Silva, pai da menina Alice, 7 anos, que morreu em decorrência da covid-19 em janeiro de 2021 na cidade de Ribeirão Preto, São Paulo.",covid-19
2022-10-15 14:45:47+00:00,https://twitter.com/billyneymarpets/status/1581295276484005888,billyneymarpets,"@JanjaLula @felipeneto A jornalista Aline Midlej, apresentadora do Jornal das Dez na Globo News, chorou ao vivo durante entrevista com o médico Rodolfo Aparecido da Silva, pai da menina Alice, 7 anos, que morreu em decorrência da covid-19 em janeiro de 2021 na cidade de Ribeirão Preto, São Paulo.",covid-19
2022-10-15 14:43:06+00:00,https://twitter.com/GeorgMarques/status/1581294599041339392,GeorgMarques,"Quem não lembra Nyse Yamaguchi fez parte do gabinete paralelo de orientação anti-ciência da pandemia, inclusive sugerindo tratamento ineficaz contra a COVID-19. Ou seja, Tarcísio pretende exportar de Brasília para São Paulo o negacionismo bolsonarista. Avisado está. https://t.co/ir1INP2Bjz",covid-19
2022-10-15 13:46:12+00:00,https://twitter.com/billyneymarpets/status/1581280279423242240,billyneymarpets,"@jairbolsonaro A jornalista Aline Midlej, apresentadora do Jornal das Dez na Globo News, chorou ao vivo durante entrevista com o médico Rodolfo Aparecido da Silva, pai da menina Alice, 7 anos, que morreu em decorrência da covid-19 em janeiro de 2021 na cidade de Ribeirão Preto, São Paulo.",covid-19
2022-10-15 13:10:25+00:00,https://twitter.com/branemark1/status/1581271276047302656,branemark1,"Sao Paulo: Hasta 4.500 trabajadores de la salud murieron en Brasil después de contraer covid-19 mientras trabajaban para salvar vidas durante la pandemia, dijo una federación mundial que representa a los trabajadores del servicio público.",covid-19
2022-10-15 12:07:58+00:00,https://twitter.com/saudeprefsp/status/1581255559986446337,saudeprefsp,"💉 Chegou o fim de semana! Confira como fica a vacinação contra a Covid-19 e outras doenças, nos serviços de saúde da capital: https://t.co/F331jEGlZb https://t.co/WQRFCLXXvg",covid-19
2022-10-15 11:31:06+00:00,https://twitter.com/MarinaK44/status/1581246283213197312,MarinaK44,Sete crianças ficaram órfãs por dia em São Paulo por causa da Covid-19 https://t.co/ZX3jX7liHF,covid-19
2022-10-15 11:28:02+00:00,https://twitter.com/P_Carrano/status/1581245510458888192,P_Carrano,"@tatiroque Muito bom o vídeo, ancorado em dados oficiais sobre a COVID-19. Bolsonaro mente sobre morte de crianças como estratégia de sobrevivência.",covid-19
2022-10-15 11:08:48+00:00,https://twitter.com/N_Carvalheira/status/1581240670014308352,N_Carvalheira,"CÃO FAREJADOR: 'O Brasil cumpriu o dever durante e no pós-pandemia. O País, que aumentou gastos para ajudar a população vulnerável no início da pandemia de covid-19, saiu na frente do restante do mundo nos ajustes monetários e fiscais, sem adiar decisões'. (Paulo Guedes, nos EUA)",covid-19
2022-10-15 04:30:40+00:00,https://twitter.com/maisum_paulo/status/1581140476941717504,maisum_paulo,"@desmentindobozo Não é questão de perdão, é questão de justiça. Pelos 687+ mil mortos pela Covid-19, FORA BOLSONARO. SEM PERDÃO PRO JAIR https://t.co/3kjmVnFh4T",covid-19
2022-10-15 04:05:15+00:00,https://twitter.com/DarkHoward/status/1581134082494193664,DarkHoward,"É o que se conhece por lágrimas de crocodilo. Esse psicopta do Bolsonaro, não derramou uma só lágrima durante a Covid-19 e tragédias de pessoas soterradas por deslizamento de terra. NADA!
O cara é um pilantra! https://t.co/xxLGir8Bdx",covid-19
2022-10-15 03:28:48+00:00,https://twitter.com/paulovbonilha/status/1581124908188602369,paulovbonilha,"COLEGAS MÉDICOS SE ESQUECERAM DO QUE TESTEMUNHARAM??? 
#medicos #diadomedico #eticamedica #COVID-19 https://t.co/H2DFeMXmaF",covid-19
2022-10-15 01:31:26+00:00,https://twitter.com/pinheiroacs1983/status/1581095370339545088,pinheiroacs1983,"@felipeneto Meu filho de dois anos contraiu a covid 19 e ficou muito mal, aí vem um sem noção desses que só falar barbaridades",covid-19
2022-10-15 01:26:10+00:00,https://twitter.com/evandro_TB2/status/1581094046654955520,evandro_TB2,"@felipeneto Sem falar nos 282 mil orfãos mortos por Covid-19. O nordeste sempre mostrando o caminho certo ao Brasil.
#BolsonarismoMATA https://t.co/86BGLuxn8d",covid-19
2022-10-15 01:02:48+00:00,https://twitter.com/DraIracema_/status/1581088164189417472,DraIracema_,"@_Janoninho REAGE SÃO PAULO! Já pensaram quantos paulistanos e brasileiros mortos a mais, pela Covid 19, teríamos se o Governador fosse Tarcisio de Freitas? #pensem e #repensem seu voto, pode custar sua vida!",covid-19
2022-10-15 00:32:30+00:00,https://twitter.com/lukissima/status/1581080540161400832,lukissima,"Bolsonaro perguntou se alguém conhecia alguma mãe que tivesse perdido o filho na pandemia. Sim, todos conhecemos alguma mãe que perdeu o filho pra Covid-19 e o Brasil chorou junto com a Dona Débora Lúcia quando Paulo Gustavo morreu na pandemia. https://t.co/SFEH2QqDT2",covid-19
2022-10-15 00:28:20+00:00,https://twitter.com/ThiagoGViana/status/1581079490091884549,ThiagoGViana,"Ontem Bolsonaro pediu perdão por “nem sempre usar as palavras certas”. 

Foi da boca pra fora e não durou 24h…Hoje, o mesmo cínico mentiroso, solta: “Alguém conhece algum filho de alguém que morreu de Covid-19? Não tem”.

Com a palavra, dona Déa, a mãe do Paulo Gustavo: https://t.co/T8ePpzFBKG",covid-19
2022-10-14 23:45:31+00:00,https://twitter.com/billyneymarpets/status/1581068717462781952,billyneymarpets,"A jornalista Aline Midlej, apresentadora do Jornal das Dez na Globo News, chorou ao vivo durante entrevista com o médico Rodolfo Aparecido da Silva, pai da menina Alice, 7 anos, que morreu em decorrência da covid-19 em janeiro de 2021 na cidade de Ribeirão Preto, São Paulo.",covid-19
2022-10-14 23:43:14+00:00,https://twitter.com/billyneymarpets/status/1581068141777387520,billyneymarpets,"@Terra A jornalista Aline Midlej, apresentadora do Jornal das Dez na Globo News, chorou ao vivo durante entrevista com o médico Rodolfo Aparecido da Silva, pai da menina Alice, 7 anos, que morreu em decorrência da covid-19 em janeiro de 2021 na cidade de Ribeirão Preto, São Paulo.",covid-19
2022-10-14 22:44:16+00:00,https://twitter.com/PauloSilva1955/status/1581053303378493440,PauloSilva1955,"Furar fila da vacinação contra a Covid-19 não é crime, confirma STJ.",covid-19
2022-10-14 21:16:57+00:00,https://twitter.com/DarkHoward/status/1581031327754727424,DarkHoward,"A Jovem Klan tá há um bom tempo a serviço do Bolsonaro. Num país sério, já teria perdido a concessão pública logo em 2020, onde desinformava e era negacionista da pandemia da Covid-19. https://t.co/zkrmRIPlaB",covid-19
2022-10-14 21:12:30+00:00,https://twitter.com/DarkHoward/status/1581030209590992897,DarkHoward,"Mas prescrever kit ineficaz para a Covid-19, enfiando até remedio para rato, pode. O CFM tá cheio de negacionista da pior espécie. https://t.co/ng3ss6DuWt",covid-19
2022-10-14 19:45:31+00:00,https://twitter.com/evandro_TB2/status/1581008319581663232,evandro_TB2,"@valoreconomico Por acaso ainda existe teto de gastos?
Teto de gastos acabou em 2020 com o auxílio emergêncial por causa da Covid-19 e depois ainda teve a PEC dos precatórios em 2021. Em algum momento os juros da dívida pública não foram pagos? https://t.co/eLj4wz1ILq",covid-19
2022-10-14 18:46:57+00:00,https://twitter.com/william_ssa/status/1580993579606245379,william_ssa,"Hoje, o Bolsonaro duvidou mais uma vez dos números da pandemia e perguntou quem conhecia alguém que perdeu o filho de Covid-19.

Compartilhem então, até chegar a ele, o relato da mãe de Paulo Gustavo, a dona Déa Lúcia, sobre a morte do filho.
#BolsonaroGenocida https://t.co/PVlkeM6raK",covid-19
2022-10-14 18:38:12+00:00,https://twitter.com/patricius39/status/1580991379122974720,patricius39,"@reichtapartam @inesjfrodrigues https://t.co/M3BDj9U5Pb ""Mortality by COVID-19 Before Vaccination - One Year Experience of Hospitalized Patients in Madrid""",covid-19
2022-10-14 18:26:24+00:00,https://twitter.com/ThiagoSussekind/status/1580988409904271360,ThiagoSussekind,"Hoje, o Bolsonaro duvidou mais uma vez dos números da pandemia e perguntou quem conhecia alguém que perdeu o filho de Covid-19. Compartilhem então o relato da mãe de Paulo Gustavo, a dona Déa Lúcia, sobre a morte do filho: https://t.co/gGKkdi4SuE",covid-19
2022-10-14 18:19:00+00:00,https://twitter.com/johnnyjpmendes/status/1580986547020918784,johnnyjpmendes,"1´4 @STF_oficial @rodrigopacheco @NacoesUnidas @camaradeputados @PFDC_MPF @SenadoFederal Srs, é um consenso que a vacina foi fundamental para vencer a pandemia de Covid-19. Jair Bolsonaro atrasou a compra de vacinas que poderia ter salvado muitas vidas, empresas e empregos...+",covid-19
2022-10-14 18:16:35+00:00,https://twitter.com/johnnyjpmendes/status/1580985935612694528,johnnyjpmendes,"1_3 @STF_oficial @rodrigopacheco @NacoesUnidas @camaradeputados @PFDC_MPF @MPF_PGR @SenadoFederal Srs, precisa checar o caso de Jair Bolsonaro ter dito que a vacinação contra Covid-19 causa AIDS. Qual a procedência disso? As mentiras podem ser desastrosas. Tomem providências!",covid-19
2022-10-14 18:02:35+00:00,https://twitter.com/Tharlys8/status/1580982416327385088,Tharlys8,"@MrochaNysoft Estamos infelizmente com um novo vírus no Brasil ''varíola dos macacos"" teve sua primeira vítima no estado de São Paulo, observando o que passamos durante a pandemia da covid 19. Vc acha que o seu presidente Bolsonaro, terá um pingo de humanidade dessa vez??+",covid-19
2022-10-14 17:56:46+00:00,https://twitter.com/GomesGrpjr40/status/1580980951869722624,GomesGrpjr40,"@nikolas_dm Sua Mãe morreu de COVID-19, por falta de vacinas e por falta de propagandas educativas? A minha morreu. Mãe, sogra, primos, amigos.",covid-19
2022-10-14 15:05:01+00:00,https://twitter.com/proindio/status/1580937727880482816,proindio,"👉Barreiras sanitárias em TIs renovadas!

O Senado aprovou a MP que estende até 31/12 a restrição à circulação de pessoas e mercadorias nas Terras Indígenas, para prevenir contágio pela Covid-19. Texto passou sem mudanças, e segue para promulgação.
https://t.co/p0Ma2OlTs8",covid-19
2022-10-14 14:53:29+00:00,https://twitter.com/MarcosP21452779/status/1580934823920939009,MarcosP21452779,"@nikolas_dm Mas quem estava ciente do desastre que foi em Manaus por causa da COVID 19 e agiu como se nada tivesse acontecido tem que ir preso mesmo. Cúmplice de assassino.

https://t.co/t0oaAmWiY5",covid-19
2022-10-14 14:32:42+00:00,https://twitter.com/koelleraph/status/1580929597646209025,koelleraph,"Mais de R$ 626,5 bilhões investidos exclusivamente no combate ao vírus da Covid-19 https://t.co/xC1BB9ZPhf",covid-19
2022-10-14 11:59:37+00:00,https://twitter.com/Claudio75576514/status/1580891072997527552,Claudio75576514,"Brasil votem 13 lula presidente 13,sao paulo sao paulo por favor votem no fernando haddad 13,vejam o que bolsonaro fez na pandemia covid 19 no brasil,2020,2021,2022,bolsonaro se negou comprar 70milhoes das vacinas pfaiser ,2 doses das vacinas pfaiser teria salvo meu irmao https://t.co/Bn1m2BYOmm",covid-19
2022-10-14 11:35:07+00:00,https://twitter.com/DiarioSP/status/1580884905260556288,DiarioSP,"Stênio Garcia faz relato sobre a convivência com sequela da Covid-19 no pulmão

https://t.co/NMktC5ODpj",covid-19
2022-10-14 10:00:30+00:00,https://twitter.com/projeto7C0/status/1580861095673487360,projeto7C0,"Fica a dica,a capacidade da vacinação infantil em São Paulo é de 250 mil crianças por dia, além dos jovens e adultos que já vêm sendo imunizados nos 645 municípios contra a Covid-19.😷👏🇧🇷♥️💉💉💉💉💉💉💉...",covid-19
2022-10-14 08:09:54+00:00,https://twitter.com/FabioAn42259237/status/1580833260392787969,FabioAn42259237,Como um homem deste pode ser presidente de nosso Brasil .. na época da covid 19 tirando o sarro do rapaz que estava com covid 19 ...são Paulo https://t.co/XWr877fU5n,covid-19
2022-10-14 07:41:33+00:00,https://twitter.com/MendesAreias/status/1580826127710720000,MendesAreias,"E a vacinação infantil continua parada! Dr kidroga matando nossas crianças!
Média móvel de mortes por Covid-19 continua alta pelo 10º dia no País https://t.co/0f13Ala5YW",covid-19
2022-10-14 05:26:21+00:00,https://twitter.com/maisum_paulo/status/1580792100895223808,maisum_paulo,"@desmentindobozo Não é questão de perdão, é questão de Justiça. Pelas 687+ mil vítimas da Covid-19:

SEM PERDÃO PRO JAIR",covid-19
2022-10-14 03:14:02+00:00,https://twitter.com/Deccan_Cable/status/1580758802374066176,Deccan_Cable,"Sao Paulo: As many as 4,500 health workers died in Brazil after contracting Covid-19 while working to save lives during the pandemic, a global federation representing public service workers said. Among the victims were 1,184 nurses, and eight out of 10 were women, according to Pu https://t.co/sjnYEvDifK",covid-19
2022-10-14 01:46:15+00:00,https://twitter.com/delucca/status/1580736710497161218,delucca,Falamos do risco de ter Nise Yamaguchi como secretária de Saúde de São Paulo mas o risco REAL é ter Tarcísio de Freitas como governador: o turista trazido de Brasília por Bolsonaro pra SP é antivacina e negacionista. Imagina se ele fosse governador na pandemia de Covid-19? https://t.co/oADeYsNGPl,covid-19
2022-10-13 22:46:20+00:00,https://twitter.com/Washing13186529/status/1580691433555574784,Washing13186529,"@jluiizcr Sorrir sempre! Lembra do nosso querido Paulo Gustavo, que morreu de covid-19? ""Rir é um ato de resistência"", ele disse. 😘😘😘",covid-19
2022-10-13 22:43:43+00:00,https://twitter.com/FabioAn42259237/status/1580690774794334209,FabioAn42259237,Bolssonaro tirando o barato do rapaz que tem covid 19 ...este e o Brasil que está nas mãos do Bozo .. fora Bozo .. São Paulo . https://t.co/HFWwUEvXVt,covid-19
2022-10-13 22:33:07+00:00,https://twitter.com/betepacheco_/status/1580688110001991680,betepacheco_,"E vai ter ainda o lançamento do curta Êra, Punk!, dirigido por Flávio Galvão e que mostra a atuação política de punks em São Paulo, durante a pandemia de Covid-19.",covid-19
2022-10-13 18:24:26+00:00,https://twitter.com/johnnyjpmendes/status/1580625525390790658,johnnyjpmendes,"1´4 @STF_oficial @rodrigopacheco @NacoesUnidas @camaradeputados @PFDC_MPF @SenadoFederal Srs, é um consenso que a vacina foi fundamental para vencer a pandemia de Covid-19. Jair Bolsonaro atrasou a compra de vacinas que poderia ter salvado muitas vidas, empresas e empregos...+",covid-19
2022-10-13 18:21:18+00:00,https://twitter.com/johnnyjpmendes/status/1580624737759219712,johnnyjpmendes,"1_3 @STF_oficial @rodrigopacheco @NacoesUnidas @camaradeputados @PFDC_MPF @MPF_PGR @SenadoFederal Srs, precisa checar o caso de Jair Bolsonaro ter dito que a vacinação contra Covid-19 causa AIDS. Qual a procedência disso? As mentiras podem ser desastrosas. Tomem providências!",covid-19
2022-10-13 18:07:37+00:00,https://twitter.com/linadids/status/1580621294705709056,linadids,"Querido primo João Paulo, eu ainda não excluí seu contato porque ainda não aceitei ter te perdido pra Covid-19. Onde estiver saiba que eu nunca votei, nem votarei, naquele que te tirou da gente nos seus breves 36 anos. https://t.co/99Yh8nlA4d",covid-19
2022-10-13 16:56:40+00:00,https://twitter.com/CortiPaulo/status/1580603437699325953,CortiPaulo,@marcelomena La humanidad no aprende o lo hace muy lento. No aprendimos de la gripe española y tampoco del Covid-19. Hace mucho rato que se está advirtiendo de la crisis de pérdida de biodiversidad y nada ha cambiado y no se ven intenciones de hacerlo.,covid-19
2022-10-13 16:34:20+00:00,https://twitter.com/PauloGuedesRJBR/status/1580597816136990720,PauloGuedesRJBR,"Hoje conversando com uma pessoa que mora na França numa parte rica da França... lá tem falta de comida! Falta de combustível... E nós aqui estamos mesmo diante da crise que ainda se abate no mundo pós covid 19 e com a Guerra, com crescimento da economia e avançando... https://t.co/Vf473qtZmf",covid-19
2022-10-13 16:22:06+00:00,https://twitter.com/UOL/status/1580594737123561472,UOL,"Morto em janeiro do ano passado, devido a complicações da covid-19, Claudio morava com a mulher, Helena Caio Pessutti, na mansão de Hebe em São Paulo

➡️ Os veículos ainda estão guardados no imóvel, cujas negociações para a respectiva venda estão "" bastante avançadas""",covid-19
2022-10-13 15:44:00+00:00,https://twitter.com/palma35d/status/1580585152895254528,palma35d,"@mfriasoficial @SouDescortes Confederação Israelita repudia comparação com nazismo feita por Mario Frias
Secretário especial de Cultura do governo federal comentou sobre medidas restritivas para conter covid-19 usando trecho do filme ""A Lista de Schindler"" https://t.co/gI8obFgk9S",covid-19
2022-10-13 14:27:25+00:00,https://twitter.com/Adilson11565751/status/1580565876759068672,Adilson11565751,"@ferreirinharj @eurenesilva @LulaOficial @eduardopaes Chefe de Milicias e Genocida. Há Paulo Ganime qdo Bôzo atrazou a vacina da covid 19 em 3 meses queria que fosse vendida nas clinicas particulares. Isso é o NOVO 30 e Bolsonaro.
Novo 30 coloca pessoas para trabalharem de graça para seus candidatos. Todos arrogantes e prepotentes.",covid-19
